"id","username","tag","playtime","matches","rating","level","loses","damage_round","headshot","win","wins","kills","deaths","assists","kad_ratio","kills_round","clutches","top_agents_1","top_hours_agent_1","top_matches_agent_1","top_win_agent_1","top_kd_agent_1","top_weapon_1","top_weapon_headshot_1","top_weapon_2","top_weapon_headshot_2","top_maps_1","top_porcentagem_map_win_1"
1128,"vaiZ ","SSJ","941h Playtime ","1,675 Matches ","195","239","766","147.6","23.2%","52.9%","886","27,269","24,538","10,207","{1.53}","{0.8}","{456}","{Sova}","{""136 hours""}","{241}","51.0%","{1.07}",NULL,NULL,NULL,NULL,NULL,NULL
1129,"Nyanist ","stoic","2,115h Playtime ","3,804 Matches ","529","468","1790","142.7","28.1%","51.8%","1,970","63,012","61,251","17,267","{1.31}","{0.8}","{894}","{Jett}","{""546 hours""}","{981}","48.4%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
1130,"G2 trent ","habib","2,871h Playtime ","5,100 Matches ","542","510","2289","148.2","27.5%","53.8%","2,743","86,627","76,935","27,576","{1.48}","{0.8}","{""1,452""}","{Sova}","{""535 hours""}","{970}","56.4%","{1.15}","Vandal","42%","Phantom","36%","Lotus","57.8%"
1131,"XuNa ","eProd","486h Playtime ","866 Matches ","542","153","393","150.9","33.6%","53.1%","460","14,448","12,824","3,674","{1.41}","{0.8}","{237}","{Reyna}","{""132 hours""}","{237}","52.7%","{1.19}","Vandal","47%","Ghost","48%","Ascent","59.7%"
1132,"BB Lafura ","BBWIN","3,211h Playtime ","5,577 Matches ","542","678","2684","155.4","26.5%","51.0%","2,844","100,707","88,434","21,208","{1.38}","{0.9}","{""1,067""}","{Jett}","{""1,369 hours""}","{""2,365""}","53.7%","{1.21}",NULL,NULL,NULL,NULL,NULL,NULL
1133,"HaRang ","0906","1,760h Playtime ","3,163 Matches ","542","365","1518","144.2","23.4%","50.9%","1,609","52,909","49,698","11,785","{1.30}","{0.8}","{754}","{Jett}","{""510 hours""}","{913}","53.2%","{1.13}",NULL,NULL,NULL,NULL,NULL,NULL
1134,"kynsinho ","1408","1,627h Playtime ","2,919 Matches ","542","390","1408","146.9","22.3%","50.6%","1,478","49,942","44,485","15,716","{1.48}","{0.8}","{817}","{Jett}","{""404 hours""}","{727}","49.8%","{1.16}",NULL,NULL,NULL,NULL,NULL,NULL
1135,"shiddy ","day","3,014h Playtime ","5,185 Matches ","542","575","2559","133.8","18.4%","49.4%","2,560","76,650","75,883","35,202","{1.47}","{0.7}","{""1,607""}","{Omen}","{""2,598 hours""}","{""4,457""}","49.6%","{1.02}","Phantom","25%","Stinger","20%","Sunset","57.6%"
1136,"Nrk ","sun","594h Playtime ","1,027 Matches ","542","217","463","167.2","31.9%","54.0%","555","20,098","15,120","5,508","{1.69}","{0.9}","{312}","{Omen}","{""178 hours""}","{307}","56.0%","{1.30}","Vandal","44%","Phantom","40%","Icebox","61.2%"
1137,"FXL KenzXD ","mPs","1,992h Playtime ","3,572 Matches ","594","524","1657","137.9","30.2%","52.5%","1,875","56,674","54,741","19,353","{1.39}","{0.8}","{743}","{Sova}","{""300 hours""}","{548}","54.4%","{1.03}","Vandal","42%","Phantom","37%","Ascent","55.4%"
1138,"karsten1 ","IGL","3,520h Playtime ","6,178 Matches ","542","741","3067","138.6","21.7%","49.0%","3,028","98,820","93,330","29,178","{1.37}","{0.8}","{""1,720""}","{Jett}","{""575 hours""}","{""1,024""}","49.2%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
1139,"benzi ","ˉˉˉˉˉ","525h Playtime ","992 Matches ","541","138","426","149.7","31.9%","55.9%","555","16,257","14,751","5,003","{1.44}","{0.8}","{238}","{Jett}","{""109 hours""}","{212}","56.1%","{1.12}","Vandal","46%","Sheriff","53%","Fracture","70.0%"
1140,"Insomnia ","noob","847h Playtime ","1,499 Matches ","541","198","685","139.3","29.2%","53.0%","794","23,436","22,507","8,952","{1.44}","{0.7}","{374}","{Jett}","{""125 hours""}","{219}","51.1%","{1.03}","Vandal","43%","Phantom","38%","Bind","57.0%"
1141,"Tofu ","5423","2,135h Playtime ","3,930 Matches ","541","447","1890","147.3","29.5%","50.7%","1,994","63,572","61,394","21,233","{1.38}","{0.8}","{772}","{Sova}","{""751 hours""}","{""1,384""}","53.1%","{1.05}",NULL,NULL,NULL,NULL,NULL,NULL
1142,"flyquest Jerrwin ","YSL","3,427h Playtime ","6,267 Matches ","541","643","2996","146.3","23.6%","51.0%","3,198","106,070","101,411","28,230","{1.32}","{0.8}","{""1,272""}","{Jett}","{""1,307 hours""}","{""2,406""}","51.5%","{1.09}",NULL,NULL,NULL,NULL,NULL,NULL
1143,"NKT Teerapong ","lv100","1,275h Playtime ","2,371 Matches ","541","284","1106","157.0","26.1%","52.6%","1,246","41,748","36,972","13,563","{1.50}","{0.8}","{482}","{Raze}","{""241 hours""}","{456}","53.7%","{1.16}",NULL,NULL,NULL,NULL,NULL,NULL
1144,"Reverie ","1905","2,245h Playtime ","4,028 Matches ","541","528","1983","138.9","23.8%","50.1%","2,019","62,195","60,049","26,802","{1.48}","{0.7}","{""1,090""}","{Sova}","{""625 hours""}","{""1,139""}","50.3%","{1.05}",NULL,NULL,NULL,NULL,NULL,NULL
1145,"C9 moose ","lexi","2,387h Playtime ","4,304 Matches ","541","456","1989","150.1","28.2%","53.0%","2,282","72,836","63,828","24,255","{1.52}","{0.8}","{""1,331""}","{Sova}","{""504 hours""}","{907}","52.8%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
1146,"EXO Lew ","CLEAR","2,457h Playtime ","4,324 Matches ","541","506","2105","140.6","28.4%","50.3%","2,174","68,572","63,908","23,761","{1.44}","{0.7}","{""1,259""}","{Chamber}","{""404 hours""}","{709}","52.5%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
1147,"Shaimon ","9094","2,127h Playtime ","3,716 Matches ","541","476","1774","144.8","24.1%","51.1%","1,900","60,240","54,539","21,250","{1.49}","{0.8}","{""1,054""}","{Sova}","{""540 hours""}","{921}","50.9%","{1.11}",NULL,NULL,NULL,NULL,NULL,NULL
1148,"NOM nero ","ma1","2,546h Playtime ","4,443 Matches ","541","502","2127","136.9","23.2%","50.8%","2,256","68,888","68,241","26,987","{1.40}","{0.7}","{""1,249""}","{Sova}","{""434 hours""}","{760}","51.4%","{1.00}","Vandal","37%","Phantom","32%","Sunset","56.8%"
1149,"쓰레기인내가이세계에선S급총잡이 ","라고할뻔","333h Playtime ","598 Matches ","541","85","226","186.2","32.4%","61.7%","369","12,758","8,883","2,176","{1.68}","{1.0}","{133}","{Jett}","{""102 hours""}","{185}","62.2%","{1.49}","Vandal","45%","Ghost","50%","Sunset","69.6%"
1150,"SAW Fragger ","1337","947h Playtime ","1,672 Matches ","540","341","763","138.6","26.8%","53.7%","898","26,487","24,491","10,384","{1.51}","{0.7}","{455}","{Omen}","{""134 hours""}","{236}","50.0%","{1.06}","Vandal","40%","Phantom","30%","Sunset","59.3%"
1473,"sistem ","1337","805h Playtime ","1,457 Matches ","505","216","683","151.0","28.5%","51.7%","753","24,659","22,236","7,807","{1.46}","{0.8}","{322}","{Jett}","{""233 hours""}","{418}","54.1%","{1.16}",NULL,NULL,NULL,NULL,NULL,NULL
1151,"Spalony wegiel ","dupa","155h Playtime ","281 Matches ","540","42","116","158.8","30.4%","58.4%","164","5,049","4,195","1,007","{1.44}","{0.9}","{79}","{Jett}","{""74 hours""}","{139}","60.4%","{1.19}","Vandal","48%","Phantom","42%","Bind","68.6%"
1152,"verity猎头 ","XXX","1,309h Playtime ","2,318 Matches ","540","337","1115","149.5","24.4%","50.9%","1,180","38,773","35,482","10,623","{1.39}","{0.8}","{534}","{Jett}","{""476 hours""}","{834}","50.4%","{1.11}","Vandal","33%","Phantom","29%","Pearl","54.5%"
1153,"LFT 3ebs ","yehia","1,712h Playtime ","3,008 Matches ","540","341","1421","147.7","22.4%","51.1%","1,538","49,990","44,883","14,333","{1.43}","{0.8}","{761}","{Jett}","{""380 hours""}","{668}","50.1%","{1.20}","Vandal","36%","Phantom","30%","Sunset","62.5%"
1154,"AK adverso ","1337","1,791h Playtime ","3,157 Matches ","540","333","1541","140.0","25.5%","50.0%","1,580","50,235","49,658","17,507","{1.36}","{0.7}","{682}","{Sova}","{""523 hours""}","{921}","56.0%","{1.07}","Vandal","37%","Phantom","30%","Pearl","52.6%"
1155,"TEAR bioforst ","000","1,718h Playtime ","3,117 Matches ","540","348","1482","149.1","25.9%","51.1%","1,594","51,500","48,126","19,311","{1.47}","{0.8}","{746}","{Sova}","{""246 hours""}","{448}","54.0%","{1.05}",NULL,NULL,NULL,NULL,NULL,NULL
1156,"Distinct ","2006","1,602h Playtime ","2,852 Matches ","540","345","1378","140.1","32.6%","50.9%","1,453","46,360","43,843","14,235","{1.38}","{0.8}","{706}","{Yoru}","{""387 hours""}","{692}","53.5%","{1.11}",NULL,NULL,NULL,NULL,NULL,NULL
1157,"Jayymilz ","grip","2,588h Playtime ","4,552 Matches ","540","508","2266","134.3","24.6%","49.1%","2,237","71,398","68,837","28,006","{1.44}","{0.7}","{""1,262""}","{Astra}","{""641 hours""}","{""1,124""}","49.3%","{1.06}",NULL,NULL,NULL,NULL,NULL,NULL
1158,"SQ miniature ","blake","2,076h Playtime ","3,639 Matches ","540","584","1726","150.8","25.8%","51.6%","1,878","61,802","55,641","21,179","{1.49}","{0.8}","{966}","{Fade}","{""302 hours""}","{536}","59.0%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
1159,"mandjos1k ","M4N","1,451h Playtime ","2,570 Matches ","539","331","1208","148.0","32.5%","51.5%","1,323","42,530","37,490","14,163","{1.51}","{0.8}","{790}","{Sova}","{""700 hours""}","{""1,243""}","54.3%","{1.18}","Vandal","44%","Phantom","40%","Pearl","60.7%"
1160,"Killesha ","zhao","1,137h Playtime ","2,051 Matches ","539","404","926","135.2","32.0%","53.7%","1,101","31,348","31,144","12,530","{1.41}","{0.7}","{521}","{Omen}","{""204 hours""}","{368}","50.5%","{1.01}",NULL,NULL,NULL,NULL,NULL,NULL
1161,"braeden ","505","2,613h Playtime ","4,678 Matches ","539","557","2282","147.6","22.3%","50.1%","2,342","77,018","74,892","19,379","{1.29}","{0.8}","{""1,045""}","{Jett}","{""1,314 hours""}","{""2,361""}","50.1%","{1.04}","Vandal","40%","Operator","10%","Split","53.3%"
1162,"s3t ","bai","2,367h Playtime ","4,299 Matches ","539","438","2089","139.6","26.9%","50.6%","2,174","69,409","66,921","20,819","{1.35}","{0.8}","{""1,000""}","{Jett}","{""642 hours""}","{""1,163""}","48.7%","{1.11}",NULL,NULL,NULL,NULL,NULL,NULL
1163,"ZEN iC0NiC ","1108","1,912h Playtime ","3,462 Matches ","539","407","1626","144.5","25.2%","51.7%","1,789","57,134","52,200","14,424","{1.37}","{0.8}","{914}","{Killjoy}","{""728 hours""}","{""1,317""}","54.0%","{1.13}","Vandal","38%","Phantom","31%","Icebox","59.4%"
1164,"Damit2k ","1708","1,559h Playtime ","2,794 Matches ","539","312","1336","146.5","21.5%","51.3%","1,432","47,481","42,464","15,041","{1.47}","{0.8}","{759}","{Reyna}","{""453 hours""}","{809}","53.2%","{1.19}","Vandal","31%","Phantom","27%","Sunset","59.7%"
1165,"Golem ","777","2,982h Playtime ","5,329 Matches ","539","532","2585","138.1","21.2%","50.3%","2,678","79,711","80,724","32,581","{1.39}","{0.7}","{""1,378""}","{Sova}","{""568 hours""}","{""1,018""}","51.0%","{0.98}",NULL,NULL,NULL,NULL,NULL,NULL
1166,"ORI ","SHAKY","2,156h Playtime ","3,848 Matches ","539","433","1842","142.2","20.2%","50.7%","1,952","63,900","59,735","31,661","{1.60}","{0.8}","{868}","{Breach}","{""1,244 hours""}","{""2,219""}","53.0%","{1.07}","Vandal","30%","Phantom","22%","Lotus","55.1%"
1167,"spex ","bae","2,756h Playtime ","4,939 Matches ","539","724","2370","149.1","23.0%","50.8%","2,507","83,669","79,907","21,880","{1.32}","{0.8}","{""1,003""}","{Jett}","{""709 hours""}","{""1,264""}","50.1%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
1168,"RED CTC ","0735","2,414h Playtime ","4,204 Matches ","539","679","1951","145.0","23.7%","52.0%","2,186","71,058","60,921","22,671","{1.54}","{0.8}","{""1,322""}","{Sova}","{""426 hours""}","{755}","53.0%","{1.21}","Vandal","35%","Phantom","33%","Ascent","54.5%"
1169,"CD InsaneDINI ","無制限","1,797h Playtime ","3,173 Matches ","535","413","1494","153.8","24.6%","51.7%","1,640","54,193","50,678","14,087","{1.35}","{0.8}","{567}","{Jett}","{""687 hours""}","{""1,209""}","51.1%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
1170,"FURIA khalil ","bstrd","2,107h Playtime ","3,761 Matches ","538","579","1758","155.2","28.1%","52.2%","1,965","69,292","56,789","19,833","{1.57}","{0.9}","{973}","{Omen}","{""381 hours""}","{691}","54.0%","{1.16}","Vandal","42%","Phantom","35%","Bind","54.3%"
1171,"NickZz ","Speed","182h Playtime ","339 Matches ","538","174","121","167.0","22.1%","63.4%","215","6,219","4,619","1,530","{1.68}","{0.9}","{63}","{Reyna}","{""58 hours""}","{107}","50.5%","{1.36}","Vandal","33%","Phantom","23%","Fracture","100.0%"
1172,"balalov3 ","UFMT","1,579h Playtime ","2,761 Matches ","538","327","1303","132.2","20.1%","51.1%","1,410","41,553","40,496","16,312","{1.43}","{0.7}","{866}","{Sova}","{""454 hours""}","{795}","53.3%","{1.02}",NULL,NULL,NULL,NULL,NULL,NULL
1173,"Vision Naifma7 ","xxx","1,135h Playtime ","2,061 Matches ","477","262","954","149.5","30.3%","52.3%","1,078","35,109","31,191","10,383","{1.46}","{0.8}","{637}","{Reyna}","{""233 hours""}","{423}","52.2%","{1.19}","Vandal","45%","Sheriff","62%","Split","59.2%"
1174,"scarn ","3DWN","1,008h Playtime ","1,835 Matches ","538","269","849","157.5","25.2%","52.5%","964","33,717","28,941","8,378","{1.45}","{0.9}","{374}","{Reyna}","{""536 hours""}","{974}","53.8%","{1.22}",NULL,NULL,NULL,NULL,NULL,NULL
1175,"DominiKツ ","NoFux","2,180h Playtime ","3,871 Matches ","538","560","1891","133.6","29.7%","50.3%","1,947","59,048","56,323","26,092","{1.51}","{0.7}","{""1,218""}","{Omen}","{""610 hours""}","{""1,085""}","50.2%","{1.05}","Vandal","43%","Phantom","38%","Fracture","52.6%"
1176,"GenG Ramgi ","GGA","1,109h Playtime ","2,004 Matches ","538","266","958","149.0","32.2%","51.1%","1,024","33,996","31,556","7,701","{1.32}","{0.8}","{393}","{Jett}","{""317 hours""}","{573}","51.8%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
1177,"Johann ","3744","3,335h Playtime ","6,060 Matches ","569","611","2955","144.9","22.7%","49.8%","3,018","96,145","98,593","40,430","{1.39}","{0.7}","{""1,065""}","{Sova}","{""717 hours""}","{""1,296""}","51.5%","{1.00}","Vandal","37%","Phantom","33%","Sunset","55.9%"
1178,"EDG k3ni ","777","3,453h Playtime ","6,136 Matches ","507","806","3021","137.7","25.8%","49.2%","3,021","94,985","93,313","31,926","{1.36}","{0.7}","{""1,636""}","{Sova}","{""522 hours""}","{941}","48.0%","{0.97}","Vandal","40%","Phantom","35%","Bind","52.7%"
1179,"RIKU ","20MG","2,204h Playtime ","3,993 Matches ","582","509","1901","142.8","19.3%","50.8%","2,029","66,028","62,840","20,451","{1.38}","{0.8}","{867}","{Jett}","{""578 hours""}","{""1,031""}","53.2%","{1.13}",NULL,NULL,NULL,NULL,NULL,NULL
1180,"heartless ","wam","1,782h Playtime ","3,189 Matches ","538","364","1520","144.9","27.7%","51.1%","1,631","52,423","51,808","14,944","{1.30}","{0.8}","{623}","{Jett}","{""362 hours""}","{640}","48.4%","{1.04}",NULL,NULL,NULL,NULL,NULL,NULL
1181,"VIBE Godzilla ","ZILLA","1,213h Playtime ","2,175 Matches ","538","238","1024","147.5","29.7%","51.6%","1,123","36,198","33,764","9,218","{1.35}","{0.8}","{502}","{Jett}","{""277 hours""}","{494}","52.8%","{1.06}","Vandal","44%","Sheriff","57%","Sunset","58.3%"
1182,"sosho ","qwx","1,410h Playtime ","2,609 Matches ","538","288","1196","154.7","24.7%","52.4%","1,368","45,469","42,028","14,751","{1.43}","{0.8}","{483}","{Jett}","{""211 hours""}","{391}","55.2%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
1183,"Ghostface Killer ","611","410h Playtime ","735 Matches ","537","262","304","150.1","25.7%","56.1%","412","12,171","10,648","3,688","{1.49}","{0.8}","{197}","{Omen}","{""84 hours""}","{152}","51.3%","{1.07}","Vandal","35%","Phantom","28%","Sunset","73.3%"
1184,"FOKUS al0rante ","al0","1,185h Playtime ","2,124 Matches ","537","583","904","162.1","43.6%","56.5%","1,199","41,085","33,780","7,817","{1.45}","{0.9}","{348}","{Reyna}","{""240 hours""}","{425}","56.0%","{1.25}",NULL,NULL,NULL,NULL,NULL,NULL
1185,"RISE CaN ","1108","1,937h Playtime ","3,444 Matches ","537","579","1634","148.0","30.2%","51.4%","1,770","59,612","53,130","12,452","{1.36}","{0.8}","{825}","{Jett}","{""833 hours""}","{""1,486""}","51.7%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
1186,"fsau ","zzz","3,494h Playtime ","6,201 Matches ","537","599","3015","149.2","24.5%","50.1%","3,105","105,268","102,594","27,654","{1.30}","{0.8}","{""1,306""}","{Jett}","{""808 hours""}","{""1,450""}","49.4%","{1.04}",NULL,NULL,NULL,NULL,NULL,NULL
1187,"XPL Haeart ","2nd","529h Playtime ","957 Matches ","537","144","423","163.7","24.5%","55.3%","529","17,759","15,316","5,820","{1.54}","{0.9}","{223}","{Raze}","{""185 hours""}","{337}","57.9%","{1.16}",NULL,NULL,NULL,NULL,NULL,NULL
1188,"sprite ","Cool","474h Playtime ","856 Matches ","537","122","380","144.6","29.8%","54.3%","465","13,913","13,238","3,649","{1.33}","{0.8}","{193}","{Jett}","{""214 hours""}","{390}","56.7%","{1.09}","Vandal","47%","Sheriff","66%","Pearl","66.7%"
1189,"Loweed ","deeW","2,358h Playtime ","4,122 Matches ","537","639","1973","155.0","24.1%","50.5%","2,080","70,965","64,156","20,391","{1.42}","{0.8}","{985}","{Raze}","{""613 hours""}","{""1,061""}","54.2%","{1.14}","Vandal","40%","Phantom","32%","Sunset","58.9%"
1190,"maverick ","mktt","1,643h Playtime ","2,860 Matches ","536","345","1361","145.1","24.8%","51.5%","1,472","46,033","42,045","18,097","{1.53}","{0.8}","{816}","{Sova}","{""396 hours""}","{704}","53.0%","{1.13}","Vandal","36%","Phantom","32%","Fracture","56.6%"
1191,"Jugger ","Sexy","1,877h Playtime ","3,277 Matches ","536","528","1580","131.8","25.0%","50.3%","1,647","49,352","50,508","17,485","{1.32}","{0.7}","{859}","{Sova}","{""195 hours""}","{337}","52.2%","{0.98}","Vandal","38%","Phantom","29%","Pearl","56.5%"
1192,"AMZ Nuevo ","Goat","1,799h Playtime ","3,169 Matches ","536","449","1541","141.5","32.5%","50.4%","1,596","51,053","48,453","13,660","{1.34}","{0.8}","{802}","{Cypher}","{""266 hours""}","{470}","49.6%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
1193,"ENV Boomy ","WRLD","1,413h Playtime ","2,519 Matches ","536","294","1194","153.5","23.9%","51.3%","1,292","45,287","39,891","9,201","{1.37}","{0.8}","{611}","{Jett}","{""723 hours""}","{""1,293""}","52.2%","{1.16}",NULL,NULL,NULL,NULL,NULL,NULL
1194,"Jonny1x ","LFT","850h Playtime ","1,492 Matches ","536","219","673","129.5","24.4%","53.7%","801","21,377","22,069","9,174","{1.38}","{0.7}","{395}","{Sage}","{""319 hours""}","{559}","53.5%","{0.91}",NULL,NULL,NULL,NULL,NULL,NULL
1195,"เถาไปไป ","T T","789h Playtime ","1,410 Matches ","536","241","641","155.3","25.1%","53.7%","757","24,883","19,776","6,494","{1.59}","{0.8}","{503}","{Jett}","{""141 hours""}","{251}","56.2%","{1.56}",NULL,NULL,NULL,NULL,NULL,NULL
1196,"Momiji ","RtN","2,190h Playtime ","3,880 Matches ","539","484","1881","143.8","25.3%","50.2%","1,948","62,977","56,672","19,463","{1.45}","{0.8}","{""1,188""}","{Jett}","{""442 hours""}","{780}","48.1%","{1.19}",NULL,NULL,NULL,NULL,NULL,NULL
1197,"DONK ENJOYER ","CHEAT","2,586h Playtime ","4,604 Matches ","535","650","2177","148.1","21.7%","52.0%","2,395","77,018","68,745","28,806","{1.54}","{0.8}","{""1,354""}","{Sova}","{""439 hours""}","{773}","51.9%","{1.11}","Vandal","34%","Phantom","26%","Fracture","56.6%"
1198,"SDC visTa ","fOu","519h Playtime ","958 Matches ","535","143","437","162.4","17.7%","53.8%","515","17,523","15,522","4,326","{1.41}","{0.9}","{130}","{Raze}","{""380 hours""}","{696}","55.5%","{1.18}","Vandal","38%","Judge","13%","Pearl","64.0%"
1199,"sm0kedxDDD ","ice","1,798h Playtime ","3,268 Matches ","480","329","1577","155.7","29.9%","50.0%","1,635","57,505","49,969","12,097","{1.39}","{0.8}","{793}","{Reyna}","{""453 hours""}","{819}","51.4%","{1.20}","Vandal","41%","Sheriff","58%","Bind","54.3%"
1200,"SSP Uy Dan ","Dalin","2,330h Playtime ","4,153 Matches ","535","503","1986","146.6","23.5%","50.7%","2,106","69,869","65,503","16,603","{1.32}","{0.8}","{961}","{Jett}","{""1,118 hours""}","{""2,008""}","51.4%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
1201,"gonzi dA k1ng ","crn","1,300h Playtime ","2,328 Matches ","535","345","1088","148.6","23.5%","51.4%","1,197","38,785","36,522","12,987","{1.42}","{0.8}","{491}","{Jett}","{""271 hours""}","{494}","50.0%","{1.12}","Vandal","37%","Operator","8%","Pearl","55.6%"
1202,"Mazii ","romi","2,081h Playtime ","3,691 Matches ","535","432","1765","148.3","24.4%","50.9%","1,878","61,204","53,681","20,529","{1.52}","{0.8}","{""1,103""}","{Raze}","{""311 hours""}","{545}","52.7%","{1.20}","Vandal","36%","Phantom","32%","Sunset","60.6%"
1203,"Kobe ","Live","2,916h Playtime ","5,297 Matches ","534","581","2585","148.6","22.4%","49.9%","2,644","91,652","84,790","23,525","{1.36}","{0.8}","{""1,241""}","{Yoru}","{""1,703 hours""}","{""3,111""}","52.6%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
1204,"skyeSG ","1410","2,301h Playtime ","4,164 Matches ","534","495","2050","127.3","25.6%","50.1%","2,087","60,828","61,950","26,048","{1.40}","{0.7}","{""1,238""}","{Omen}","{""687 hours""}","{""1,245""}","52.4%","{0.98}","Vandal","35%","Phantom","28%","Lotus","55.0%"
1205,"dre ","pivo","1,453h Playtime ","2,558 Matches ","534","323","1248","136.7","29.7%","50.0%","1,279","39,558","37,828","16,561","{1.48}","{0.7}","{735}","{Omen}","{""237 hours""}","{424}","51.2%","{1.03}",NULL,NULL,NULL,NULL,NULL,NULL
1206,"haram ","nwsha","3,866h Playtime ","6,961 Matches ","534","832","3350","150.6","28.2%","50.8%","3,538","114,673","106,617","40,787","{1.46}","{0.8}","{""1,786""}","{Sova}","{""2,439 hours""}","{""4,420""}","52.3%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
1207,"sufu ","7396","1,404h Playtime ","2,518 Matches ","534","293","1209","137.1","26.6%","51.0%","1,285","39,704","38,446","14,869","{1.42}","{0.7}","{722}","{Sova}","{""409 hours""}","{743}","49.7%","{1.04}","Vandal","38%","Phantom","31%","Sunset","57.1%"
1208,"LEXY ","7778","2,270h Playtime ","4,123 Matches ","533","561","2039","147.8","23.1%","50.0%","2,060","69,169","63,952","22,341","{1.43}","{0.8}","{""1,006""}","{Raze}","{""363 hours""}","{648}","54.2%","{1.11}",NULL,NULL,NULL,NULL,NULL,NULL
1209,"Lear ","auds","2,507h Playtime ","4,515 Matches ","528","515","2098","144.5","24.4%","53.0%","2,392","72,756","66,466","26,310","{1.49}","{0.8}","{""1,324""}","{Sova}","{""542 hours""}","{975}","53.9%","{1.09}","Vandal","39%","Phantom","32%","Lotus","56.9%"
1210,"DFM Anthem ","001","3,249h Playtime ","5,601 Matches ","533","796","2684","151.7","24.5%","51.0%","2,859","96,716","84,698","27,883","{1.47}","{0.8}","{""1,416""}","{Jett}","{""987 hours""}","{""1,691""}","51.3%","{1.16}","Vandal","36%","Phantom","31%","Fracture","55.1%"
1211,"MIBR jzz777 ","2004","2,472h Playtime ","4,425 Matches ","533","685","2069","156.7","28.0%","52.2%","2,312","80,375","71,239","18,849","{1.39}","{0.9}","{812}","{Jett}","{""672 hours""}","{""1,200""}","52.4%","{1.15}","Vandal","42%","Phantom","35%","Lotus","64.0%"
1212,"Roh ","rosi","1,801h Playtime ","3,217 Matches ","533","379","1564","139.3","26.9%","50.1%","1,611","49,893","50,527","16,035","{1.30}","{0.7}","{673}","{Jett}","{""362 hours""}","{637}","47.7%","{1.03}","Vandal","41%","Phantom","37%","Sunset","56.4%"
1213,"snowy ","5302","1,871h Playtime ","3,331 Matches ","533","355","1603","140.3","23.3%","50.3%","1,675","53,771","54,242","17,696","{1.32}","{0.8}","{661}","{Skye}","{""343 hours""}","{611}","52.0%","{0.97}",NULL,NULL,NULL,NULL,NULL,NULL
1214,"LK LgenD ","A23","508h Playtime ","924 Matches ","552","130","408","169.8","34.4%","54.7%","505","18,059","15,382","3,605","{1.41}","{0.9}","{152}","{Jett}","{""265 hours""}","{479}","54.3%","{1.18}",NULL,NULL,NULL,NULL,NULL,NULL
1215,"Sleepy Femboy ","Needy","1,555h Playtime ","2,763 Matches ","533","443","1309","142.6","15.8%","51.0%","1,410","45,524","42,101","16,388","{1.47}","{0.8}","{684}","{Jett}","{""456 hours""}","{814}","51.2%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
